model,t_abs,L,rank,lambda_exact,lambda_fv_fine,lambda_fem_fine,kx,ky,multiplicity
transverse_contaminated,0.001,24.0,25,1.387913118903191,1.3878434478908162,1.3879827927132014,9,0,1
transverse_contaminated,0.001,24.0,26,1.387913118903191,1.3878434478908162,1.3879827927132014,0,3,1
transverse_contaminated,0.001,24.0,27,1.4050478487661935,1.4049781671348,1.4051175331955366,1,3,1
transverse_contaminated,0.001,24.0,28,1.4564520383552004,1.4563821974361417,1.4564912978799318,7,2,1
transverse_contaminated,0.001,24.0,29,1.4564520383552004,1.4564127796954267,1.4565218820721466,2,3,1
transverse_contaminated,0.001,24.0,30,1.5421256876702123,1.542055156506592,1.5421962216354275,9,1,1
transverse_contaminated,0.0001,30.0,1,0.010966227112321508,0.010966222762760935,0.010966231461989603,1,0,1
transverse_contaminated,0.0001,30.0,2,0.04386490844928603,0.04386483885548387,0.04386497804314252,2,0,1
transverse_contaminated,0.0001,30.0,3,0.09869604401089357,0.09869569169251236,0.09869639633003431,3,0,1
transverse_contaminated,0.0001,30.0,4,0.09869604401089357,0.09869569169251236,0.09869639633003431,0,1,1
transverse_contaminated,0.0001,30.0,5,0.10966227112321508,0.10966191445527329,0.10966262779202392,1,1,1
transverse_contaminated,0.0001,30.0,6,0.1425609524601796,0.14256053054799622,0.14256137437317684,2,1,1
transverse_contaminated,0.0001,30.0,7,0.17545963379714413,0.17545852029860498,0.17546074730114347,4,0,1
transverse_contaminated,0.0001,30.0,8,0.19739208802178715,0.1973913833850247,0.19739279266006862,3,1,1
transverse_contaminated,0.0001,30.0,9,0.2741556778080377,0.27415295930995853,0.27415714363117777,5,0,1
transverse_contaminated,0.0001,30.0,10,0.27415567780803773,0.27415421199111734,0.2741583963278747,4,1,1
transverse_contaminated,0.0001,30.0,11,0.3728517218189312,0.3728486510024709,0.372854792657909,5,1,1
transverse_contaminated,0.0001,30.0,12,0.3947841760435743,0.3947785389757428,0.3947898131760935,6,0,1
transverse_contaminated,0.0001,30.0,13,0.3947841760435743,0.3947785389757428,0.3947898131760935,0,2,1
transverse_contaminated,0.0001,30.0,14,0.40575040315589583,0.4057447617385037,0.4057560446380831,1,2,1
transverse_contaminated,0.0001,30.0,15,0.43864908449286033,0.43864337783122664,0.43865479121923606,2,2,1
transverse_contaminated,0.0001,30.0,16,0.4934802200544679,0.49347423066825513,0.4934862095061278,6,1,1
transverse_contaminated,0.0001,30.0,17,0.4934802200544679,0.49347423066825513,0.4934862095061278,3,2,1
transverse_contaminated,0.0001,30.0,18,0.5373451285037539,0.53733468516117,0.5373555720091956,7,0,1
transverse_contaminated,0.0001,30.0,19,0.5702438098407184,0.5702370592743478,0.570250560477237,4,2,1
transverse_contaminated,0.0001,30.0,20,0.6360411725146475,0.6360303768536824,0.63605196833923,7,1,1
transverse_contaminated,0.0001,30.0,21,0.668939853851612,0.6689314982857013,0.6689482095039683,5,2,1
transverse_contaminated,0.0001,30.0,22,0.7018385351885765,0.7018207193490298,0.7018563513896413,8,0,1
transverse_contaminated,0.0001,30.0,23,0.7895683520871486,0.7895570779514856,0.789579626352187,6,2,1
transverse_contaminated,0.0001,30.0,24,0.8005345791994701,0.8005164110415421,0.8005527477196757,8,1,1
transverse_contaminated,0.0001,30.0,25,0.8882643960980422,0.8882358586453165,0.8882929342845824,9,0,1
transverse_contaminated,0.0001,30.0,26,0.8882643960980422,0.8882358586453165,0.8882929342845824,0,3,1
transverse_contaminated,0.0001,30.0,27,0.8992306232103637,0.8992020814080774,0.899259165746572,1,3,1
transverse_contaminated,0.0001,30.0,28,0.9321293045473282,0.9321006975008004,0.9321453851852891,7,2,1
transverse_contaminated,0.0001,30.0,29,0.9321293045473282,0.9321132241369128,0.9321579123277249,2,3,1
transverse_contaminated,0.0001,30.0,30,0.9869604401089358,0.9869315503378289,0.9869893306146168,9,1,1
transverse_contaminated,1e-05,36.0,1,0.007615435494667714,0.007615433397234028,0.007615437592463903,1,0,1
transverse_contaminated,1e-05,36.0,2,0.030461741978670857,0.03046170841662388,0.03046177554030186,2,0,1
transverse_contaminated,1e-05,36.0,3,0.06853891945200942,0.06853874954532557,0.06853908935894534,3,0,1
transverse_contaminated,1e-05,36.0,4,0.06853891945200942,0.06853874954532557,0.06853908935894534,0,1,1
transverse_contaminated,1e-05,36.0,5,0.07615435494667713,0.0761541829425596,0.07615452695140924,1,1,1
transverse_contaminated,1e-05,36.0,6,0.09900066143068027,0.09900045796194945,0.0990008648992472,2,1,1
transverse_contaminated,1e-05,36.0,7,0.12184696791468343,0.12184643092638225,0.12184750490522991,4,0,1
transverse_contaminated,1e-05,36.0,8,0.13707783890401884,0.13707749909065114,0.1370781787178907,3,1,1
transverse_contaminated,1e-05,36.0,9,0.19038588736669285,0.19038457636077055,0.19038659426417526,4,1,1
transverse_contaminated,1e-05,36.0,10,0.19038588736669287,0.19038518047170783,0.1903871983794416,5,0,1
transverse_contaminated,1e-05,36.0,11,0.2589248068187023,0.2589233259060961,0.25892628773838694,5,1,1
transverse_contaminated,1e-05,36.0,12,0.2741556778080377,0.27415295930995853,0.2741583963278747,6,0,1
transverse_contaminated,1e-05,36.0,13,0.2741556778080377,0.27415295930995853,0.2741583963278747,0,2,1
transverse_contaminated,1e-05,36.0,14,0.2817711133027054,0.28176839270719256,0.2817738339203386,1,2,1
transverse_contaminated,1e-05,36.0,15,0.30461741978670853,0.3046146677265824,0.3046201718681766,2,2,1
transverse_contaminated,1e-05,36.0,16,0.3426945972600471,0.3426917088552841,0.34269748568682,6,1,1
transverse_contaminated,1e-05,36.0,17,0.3426945972600471,0.3426917088552841,0.34269748568682,3,2,1
transverse_contaminated,1e-05,36.0,18,0.373156339238718,0.37315130289232457,0.3731613756392509,7,0,1
transverse_contaminated,1e-05,36.0,19,0.3960026457227211,0.3959993902363408,0.39600590123310464,4,2,1
transverse_contaminated,1e-05,36.0,20,0.4416952586907274,0.44169005243765014,0.44170046499819626,7,1,1
transverse_contaminated,1e-05,36.0,21,0.46454156517473055,0.4645375356707291,0.46454559470731627,5,2,1
transverse_contaminated,1e-05,36.0,22,0.4873878716587337,0.4873792798887848,0.48739646355034627,8,0,1
transverse_contaminated,1e-05,36.0,23,0.5483113556160754,0.5483059186199171,0.5483167926557494,6,2,1
transverse_contaminated,1e-05,36.0,24,0.5559267911107432,0.5559180294341104,0.5559355529092916,8,1,1
transverse_contaminated,1e-05,36.0,25,0.6168502750680849,0.6168365127392121,0.6168640376424105,9,0,1
transverse_contaminated,1e-05,36.0,26,0.6168502750680849,0.6168365127392121,0.6168640376424105,0,3,1
transverse_contaminated,1e-05,36.0,27,0.6244657105627526,0.6244519461364462,0.6244794752348743,1,3,1
transverse_contaminated,1e-05,36.0,28,0.6473120170467557,0.647298221155836,0.6473197719671255,7,2,1
transverse_contaminated,1e-05,36.0,29,0.6473120170467558,0.6473042622022831,0.6473258131827123,2,3,1
transverse_contaminated,1e-05,36.0,30,0.6853891945200943,0.6853752622845377,0.6854031270013559,9,1,1
cheeger_tunneling,0.1,4.0,1,,0.16406154767508704,0.1640616598170136,,,1
cheeger_tunneling,0.1,4.0,2,,3.9563571660121077,3.9564223869264064,,,1
cheeger_tunneling,0.1,4.0,3,,4.607401625104735,4.6074900774188094,,,1
cheeger_tunneling,0.1,4.0,4,,13.24839871145846,13.249130085457228,,,1
cheeger_tunneling,0.1,4.0,5,,16.294819720066812,16.29592613331489,,,1
cheeger_tunneling,0.1,4.0,6,,22.86457429486437,22.866752788896232,,,1
cheeger_tunneling,0.1,4.0,7,,32.67303404520098,32.67748268064108,,,1
cheeger_tunneling,0.1,4.0,8,,38.53176301358107,38.53795024342905,,,1
cheeger_tunneling,0.1,4.0,9,,53.67625552928804,53.68826296646826,,,1
cheeger_tunneling,0.1,4.0,10,,60.04795291565026,60.062980661630505,,,1
cheeger_tunneling,0.1,4.0,11,,79.5743716176481,79.60076403756453,,,1
cheeger_tunneling,0.1,4.0,12,,89.03617130742674,89.06921456511319,,,1
cheeger_tunneling,0.1,4.0,13,,106.02267993072246,106.06953733325511,,,1
cheeger_tunneling,0.1,4.0,14,,123.83669807113367,123.9006290911158,,,1
cheeger_tunneling,0.1,4.0,15,,137.8607742871697,137.94000977281667,,,1
cheeger_tunneling,0.1,4.0,16,,162.1213397235852,162.2309276207953,,,1
cheeger_tunneling,0.1,4.0,17,,176.45871699959133,176.58855278902445,,,1
cheeger_tunneling,0.1,4.0,18,,205.27632132458177,205.45204816063534,,,1
cheeger_tunneling,0.1,4.0,19,,221.6033738895017,221.80817989374535,,,1
cheeger_tunneling,0.1,4.0,20,,250.21194888121408,250.4730795369273,,,1
cheeger_tunneling,0.1,4.0,21,,274.1444426995085,274.45794737045765,,,1
cheeger_tunneling,0.1,4.0,22,,298.0154131851687,298.3859282088549,,,1
cheeger_tunneling,0.1,4.0,23,,330.4658463659462,330.9215057638034,,,1
cheeger_tunneling,0.1,4.0,24,,353.4701699755705,353.99152599583675,,,1
cheeger_tunneling,0.1,4.0,25,,390.6714059875762,391.30837679480567,,,1
cheeger_tunneling,0.1,4.0,26,,414.845022098093,415.56333201330125,,,1
cheeger_tunneling,0.1,4.0,27,,454.41693268996636,455.27895964147126,,,1
cheeger_tunneling,0.1,4.0,28,,483.8999936428466,484.8776281477687,,,1
cheeger_tunneling,0.1,4.0,29,,519.2754103172322,520.4013754746386,,,1
cheeger_tunneling,0.1,4.0,30,,558.5208646843773,559.823669684634,,,1
cheeger_tunneling,0.01,4.0,1,,0.02417547413313595,0.02417547657743352,,,1
cheeger_tunneling,0.01,4.0,2,,4.281196730117669,4.281273100831849,,,1
cheeger_tunneling,0.01,4.0,3,,4.35936871309444,4.359447898268686,,,1
cheeger_tunneling,0.01,4.0,4,,16.08478251887902,16.085860592091993,,,1
cheeger_tunneling,0.01,4.0,5,,16.393692594802374,16.394812476107642,,,1
cheeger_tunneling,0.01,4.0,6,,30.541759126041722,30.545646283418737,,,1
cheeger_tunneling,0.01,4.0,7,,33.88035576095193,33.885139263345,,,1
cheeger_tunneling,0.01,4.0,8,,37.888102857163005,37.894085086295995,,,1
cheeger_tunneling,0.01,4.0,9,,56.8758888451416,56.889370651469314,,,1
cheeger_tunneling,0.01,4.0,10,,58.17776581493726,58.191871952864375,,,1
cheeger_tunneling,0.01,4.0,11,,87.22184106151694,87.25355112554999,,,1
cheeger_tunneling,0.01,4.0,12,,88.67879861444102,88.71157709810988,,,1
cheeger_tunneling,0.01,4.0,13,,121.0477235863874,121.10880669203962,,,1
cheeger_tunneling,0.01,4.0,14,,125.79638065880631,125.86235161004072,,,1
cheeger_tunneling,0.01,4.0,15,,142.86240673495075,142.94749766642158,,,1
cheeger_tunneling,0.01,4.0,16,,167.69617111997172,167.81342807558823,,,1
cheeger_tunneling,0.01,4.0,17,,172.60603859169797,172.73026478650013,,,1
cheeger_tunneling,0.01,4.0,18,,216.100532282224,216.29528864474358,,,1
cheeger_tunneling,0.01,4.0,19,,219.61973343773457,219.82088762416745,,,1
cheeger_tunneling,0.01,4.0,20,,269.4835846971818,269.7865140176075,,,1
cheeger_tunneling,0.01,4.0,21,,275.5777932557997,275.89458667817513,,,1
cheeger_tunneling,0.01,4.0,22,,313.3810673552588,313.7908010893197,,,1
cheeger_tunneling,0.01,4.0,23,,336.79960092624975,337.2729066777909,,,1
cheeger_tunneling,0.01,4.0,24,,350.2288656397305,350.74069695819816,,,1
cheeger_tunneling,0.01,4.0,25,,403.2537314443648,403.9324283567977,,,1
cheeger_tunneling,0.01,4.0,26,,410.35687954030715,411.0597178032357,,,1
cheeger_tunneling,0.01,4.0,27,,475.5516715703227,476.49583152523775,,,1
cheeger_tunneling,0.01,4.0,28,,483.5699163944387,484.5462162831854,,,1
cheeger_tunneling,0.01,4.0,29,,543.9229705258291,545.1584881269562,,,1
cheeger_tunneling,0.01,4.0,30,,563.9733836949767,565.3017801857208,,,1
cheeger_tunneling,0.001,4.0,1,,0.002631491600968901,0.00263149162982139,,,1
cheeger_tunneling,0.001,4.0,2,,4.314213803834792,4.314291357074061,,,1
cheeger_tunneling,0.001,4.0,3,,4.32237134028261,4.322449187076969,,,1
cheeger_tunneling,0.001,4.0,4,,16.368811288066684,16.369927772468102,,,1
cheeger_tunneling,0.001,4.0,5,,16.397916139605815,16.39903659804954,,,1
cheeger_tunneling,0.001,4.0,6,,33.71107151329812,33.71580732992373,,,1
cheeger_tunneling,0.001,4.0,7,,34.03541824825666,34.04024563990493,,,1
cheeger_tunneling,0.001,4.0,8,,38.97685905340789,38.98319006301586,,,1
cheeger_tunneling,0.001,4.0,9,,57.32505765677897,57.338753270692834,,,1
cheeger_tunneling,0.001,4.0,10,,57.49309485778345,57.50687089104134,,,1
cheeger_tunneling,0.001,4.0,11,,88.36468695930819,88.39723360046268,,,1
cheeger_tunneling,0.001,4.0,12,,88.51228299939183,88.54493847710921,,,1
cheeger_tunneling,0.001,4.0,13,,125.69839983644769,125.76426803332271,,,1
cheeger_tunneling,0.001,4.0,14,,126.08845211241868,126.1547298399643,,,1
cheeger_tunneling,0.001,4.0,15,,154.41772421896133,154.51714165799723,,,1
cheeger_tunneling,0.001,4.0,16,,168.69560148242982,168.814260745998,,,1
cheeger_tunneling,0.001,4.0,17,,169.81341423777377,169.93365179445422,,,1
cheeger_tunneling,0.001,4.0,18,,218.24972911891683,218.4483803682679,,,1
cheeger_tunneling,0.001,4.0,19,,218.66419455218136,218.8636013568061,,,1
cheeger_tunneling,0.001,4.0,20,,275.1465843605694,275.46238658886625,,,1
cheeger_tunneling,0.001,4.0,21,,275.6993743371882,276.0164475117012,,,1
cheeger_tunneling,0.001,4.0,22,,334.9421241459101,335.41022002740016,,,1
cheeger_tunneling,0.001,4.0,23,,338.13255310021367,338.60961532409556,,,1
cheeger_tunneling,0.001,4.0,24,,352.2624216376358,352.78021836275786,,,1
cheeger_tunneling,0.001,4.0,25,,406.2890618433666,406.97802317348595,,,1
cheeger_tunneling,0.001,4.0,26,,407.3746569042747,408.06730806935616,,,1
cheeger_tunneling,0.001,4.0,27,,482.06453788130824,483.0347625880006,,,1
cheeger_tunneling,0.001,4.0,28,,482.9087915018864,483.88242098165483,,,1
cheeger_tunneling,0.001,4.0,29,,563.363906832438,564.68943034755,,,1
cheeger_tunneling,0.001,4.0,30,,565.1758062072774,566.5098798659311,,,1
cheeger_tunneling,0.0001,4.0,1,,0.0002662911304466205,0.0002662911422913666,,,1
cheeger_tunneling,0.0001,4.0,2,,4.317491428218069,4.317569099344136,,,1
cheeger_tunneling,0.0001,4.0,3,,4.318312331749716,4.318390032411424,,,1
cheeger_tunneling,0.0001,4.0,4,,16.395223667229246,16.39634375774019,,,1
cheeger_tunneling,0.0001,4.0,5,,16.398108616796485,16.39922910155071,,,1
cheeger_tunneling,0.0001,4.0,6,,34.02067998272248,34.025503194211495,,,1
cheeger_tunneling,0.0001,4.0,7,,34.05132175680198,34.056153661161076,,,1
cheeger_tunneling,0.0001,4.0,8,,39.41569675613026,39.422171140900424,,,1
cheeger_tunneling,0.0001,4.0,9,,57.370807162380935,57.384524647793434,,,1
cheeger_tunneling,0.0001,4.0,10,,57.388404863893506,57.402130766890174,,,1
cheeger_tunneling,0.0001,4.0,11,,88.47379306734229,88.5064201452553,,,1
cheeger_tunneling,0.0001,4.0,12,,88.48857977621302,88.52121776303797,,,1
cheeger_tunneling,0.0001,4.0,13,,126.0811466885537,126.14741673419555,,,1
cheeger_tunneling,0.0001,4.0,14,,126.11838107869183,126.18469028225651,,,1
cheeger_tunneling,0.0001,4.0,15,,157.45271998494457,157.55608512726266,,,1
cheeger_tunneling,0.0001,4.0,16,,168.8013750937949,168.92018325717987,,,1
cheeger_tunneling,0.0001,4.0,17,,168.94620825562487,169.06522045539708,,,1
cheeger_tunneling,0.0001,4.0,18,,218.46627608948194,218.66532191692497,,,1
cheeger_tunneling,0.0001,4.0,19,,218.50898603947923,218.70810973655378,,,1
cheeger_tunneling,0.0001,4.0,20,,275.64887389290584,275.9658308533481,,,1
cheeger_tunneling,0.0001,4.0,21,,275.70283858979565,276.01991973719674,,,1
cheeger_tunneling,0.0001,4.0,22,,337.9900800831932,338.46674008565003,,,1
cheeger_tunneling,0.0001,4.0,23,,338.2786596680678,338.7561345478529,,,1
cheeger_tunneling,0.0001,4.0,24,,354.65546800566983,355.18032902990757,,,1
cheeger_tunneling,0.0001,4.0,25,,406.61309244823417,407.30315409428204,,,1
cheeger_tunneling,0.0001,4.0,26,,406.7326004305745,407.423068113774,,,1
cheeger_tunneling,0.0001,4.0,27,,482.69650037024326,483.6692731430892,,,1
cheeger_tunneling,0.0001,4.0,28,,482.7813287257395,483.7544437805094,,,1
cheeger_tunneling,0.0001,4.0,29,,565.1376548706526,566.4715482135924,,,1
cheeger_tunneling,0.0001,4.0,30,,565.3055096203523,566.6401963911416,,,1
cheeger_tunneling,1e-05,4.0,1,,2.666288227239903e-05,2.6662885077569194e-05,,,1
cheeger_tunneling,1e-05,4.0,2,,4.317818763107544,4.317896446007606,,,1
cheeger_tunneling,1e-05,4.0,3,,4.31790090918384,4.317978595034029,,,1
cheeger_tunneling,1e-05,4.0,4,,16.39783575430058,16.398956201754874,,,1
cheeger_tunneling,1e-05,4.0,5,,16.398123976633237,16.399244463488966,,,1
cheeger_tunneling,1e-05,4.0,6,,34.0498729488544,34.05470444202205,,,1
cheeger_tunneling,1e-05,4.0,7,,34.05291599844327,34.05774835530342,,,1
cheeger_tunneling,1e-05,4.0,8,,39.46911074898046,39.47560269454228,,,1
cheeger_tunneling,1e-05,4.0,9,,57.37538627487468,57.38910595038768,,,1
cheeger_tunneling,1e-05,4.0,10,,57.37715513960558,57.39087566117929,,,1
cheeger_tunneling,1e-05,4.0,11,,88.48459827450367,88.5172333238061,,,1
cheeger_tunneling,1e-05,4.0,12,,88.4860772617701,88.5187134022427,,,1
cheeger_tunneling,1e-05,4.0,13,,126.11766720876386,126.18397566146709,,,1
cheeger_tunneling,1e-05,4.0,14,,126.1213716478511,126.1876839969797,,,1
cheeger_tunneling,1e-05,4.0,15,,157.81994404785206,157.92379206463283,,,1
cheeger_tunneling,1e-05,4.0,16,,168.8120081290472,168.93083126595707,,,1
cheeger_tunneling,1e-05,4.0,17,,168.82700614262282,168.94585040148002,,,1
cheeger_tunneling,1e-05,4.0,18,,218.48784875888936,218.68693391616335,,,1
cheeger_tunneling,1e-05,4.0,19,,218.49213427427205,218.69122724504555,,,1
cheeger_tunneling,1e-05,4.0,20,,275.6975952788044,276.0146643589141,,,1
cheeger_tunneling,1e-05,4.0,21,,275.70297750603027,276.0200589731681,,,1
cheeger_tunneling,1e-05,4.0,22,,338.26497780084344,338.7424140306814,,,1
cheeger_tunneling,1e-05,4.0,23,,338.29340353564385,338.7709200671846,,,1
cheeger_tunneling,1e-05,4.0,24,,355.0027357069572,355.5286258519705,,,1
cheeger_tunneling,1e-05,4.0,25,,406.6456101590143,407.33578227454115,,,1
cheeger_tunneling,1e-05,4.0,26,,406.657697186851,407.3479103667857,,,1
cheeger_tunneling,1e-05,4.0,27,,482.75865748308877,483.73168105361725,,,1
cheeger_tunneling,1e-05,4.0,28,,482.76714518533845,483.74020300541986,,,1
cheeger_tunneling,1e-05,4.0,29,,565.3018586221382,566.6365281326387,,,1
cheeger_tunneling,1e-05,4.0,30,,565.318498864589,566.6532470437252,,,1

